# vim: filetype=sh:
#
# Univariate PDF: PDF(edgelength)
# -----------------------------------------------
# Numeric precision: 6
# Bin size: 0.0001
# Number of bins estimated: 509
# Number of bins output: 509
# Sample space extent: [0.0314 : 0.0822]
#
# Example step-by-step visualization with gnuplot
# -----------------------------------------------
# gnuplot> set grid
# gnuplot> unset key
# gnuplot> set xlabel "edgelength"
# gnuplot> set ylabel "PDF(edgelength)"
# gnuplot> plot "mesh_edge_pdf.txt" with points
#
# Gnuplot one-liner for quick copy-paste
# -----------------------------------------------
# set grid; unset key; set xlabel "edgelength"; set ylabel "PDF(edgelength)"; plot "mesh_edge_pdf.txt" w p
#
# Data columns: edgelength, PDF(edgelength)
# -----------------------------------------------
0.045	21.5161
0.0347	21.5161
0.0326	1.65508
0.0384	13.2406
0.0339	1.65508
0.0427	9.93049
0.0365	3.31016
0.0382	6.62032
0.0362	9.93049
0.0726	1.65508
0.0441	21.5161
0.0444	29.7915
0.047	11.5856
0.0566	9.93049
0.0342	8.27541
0.0543	16.5508
0.0682	14.8957
0.0574	16.5508
0.0609	11.5856
0.0581	16.5508
0.0408	29.7915
0.0624	16.5508
0.0737	6.62032
0.0691	8.27541
0.0436	34.7567
0.0389	11.5856
0.0357	4.96524
0.0542	14.8957
0.0731	3.31016
0.0375	18.2059
0.0699	21.5161
0.0659	14.8957
0.0672	23.1711
0.0676	19.861
0.0412	31.4465
0.037	18.2059
0.0779	4.96524
0.0528	28.1364
0.0733	8.27541
0.0453	14.8957
0.0515	24.8262
0.0695	9.93049
0.0576	18.2059
0.0485	8.27541
0.0595	16.5508
0.0629	9.93049
0.0712	8.27541
0.0483	16.5508
0.0472	18.2059
0.0557	14.8957
0.0533	16.5508
0.0486	18.2059
0.0367	14.8957
0.0754	4.96524
0.0512	39.7219
0.0637	9.93049
0.0759	9.93049
0.035	6.62032
0.0458	24.8262
0.0657	54.6177
0.0655	34.7567
0.0773	3.31016
0.0364	8.27541
0.0687	19.861
0.0488	24.8262
0.0493	9.93049
0.059	49.6524
0.0391	23.1711
0.0354	549.487
0.0763	3.31016
0.0403	31.4465
0.0602	47.9974
0.05	567.693
0.064	28.1364
0.0404	72.8236
0.0653	16.5508
0.0459	13.2406
0.0386	44.6872
0.0585	29.7915
0.058	16.5508
0.0611	23.1711
0.0514	47.9974
0.0713	8.27541
0.0417	26.4813
0.0616	33.1016
0.0705	14.8957
0.0423	24.8262
0.052	21.5161
0.0719	11.5856
0.0671	24.8262
0.0447	36.4118
0.0494	28.1364
0.0651	23.1711
0.0335	1.65508
0.0744	6.62032
0.0434	18.2059
0.0369	39.7219
0.0778	1.65508
0.066	31.4465
0.0461	21.5161
0.0468	23.1711
0.0662	26.4813
0.0505	39.7219
0.0481	19.861
0.0679	13.2406
0.0398	13.2406
0.0721	6.62032
0.0377	23.1711
0.0786	1.65508
0.0587	29.7915
0.0669	21.5161
0.061	33.1016
0.0352	4.96524
0.0761	4.96524
0.0562	47.9974
0.0363	8.27541
0.0772	3.31016
0.0698	8.27541
0.0416	39.7219
