# vim: filetype=sh:
#
# Univariate PDF: PDF(V^{1/3})
# -----------------------------------------------
# Numeric precision: 6
# Bin size: 0.0001
# Number of bins estimated: 273
# Number of bins output: 273
# Sample space extent: [0.0059 : 0.0331]
#
# Example step-by-step visualization with gnuplot
# -----------------------------------------------
# gnuplot> set grid
# gnuplot> unset key
# gnuplot> set xlabel "V^{1/3}"
# gnuplot> set ylabel "PDF(V^{1/3})"
# gnuplot> plot "mesh_vol_pdf.txt" with points
#
# Gnuplot one-liner for quick copy-paste
# -----------------------------------------------
# set grid; unset key; set xlabel "V^{1/3}"; set ylabel "PDF(V^{1/3})"; plot "mesh_vol_pdf.txt" w p
#
# Data columns: V^{1/3}, PDF(V^{1/3})
# -----------------------------------------------
0.0126	2.74499
0.015	2.74499
0.0196	30.1949
0.0293	21.9599
0.0094	2.74499
0.0219	46.6648
0.0232	153.719
0.0233	115.29
0.0255	109.8
0.0208	35.6849
0.0238	126.27
0.0141	16.4699
0.0144	13.725
0.0241	148.229
0.0247	219.599
0.0224	150.974
0.0248	170.189
0.0201	98.8197
0.0225	90.5847
0.0245	131.76
0.0206	32.9399
0.0227	258.029
0.022	54.8998
0.026	164.699
0.0166	16.4699
0.0263	142.74
0.0211	82.3497
0.0253	197.639
0.0059	5.48998
0.0258	139.995
0.0254	150.974
0.016	16.4699
0.0234	115.29
0.0214	52.1548
0.0265	129.015
0.0218	57.6448
0.027	118.035
0.0223	120.78
0.0246	131.76
0.0249	112.545
0.0243	161.954
0.023	82.3497
0.0212	32.9399
0.0267	76.8597
0.0078	2.74499
0.0277	76.8597
0.0226	87.8397
0.0217	43.9198
0.012	5.48998
0.0209	98.8197
0.0256	74.1147
0.0299	2.74499
0.01	2.74499
0.0252	123.525
0.0205	54.8998
0.0236	118.035
0.0283	32.9399
0.0084	5.48998
0.0086	2.74499
0.0285	35.6849
0.028	27.4499
0.0191	79.6047
0.0291	27.4499
0.0097	2.74499
0.0296	19.2149
0.0262	129.015
0.0216	74.1147
0.0083	2.74499
0.0282	38.4299
0.0271	68.6248
0.029	19.2149
0.0091	2.74499
0.0187	27.4499
0.009	2.74499
0.0289	8.23497
0.0281	21.9599
0.0082	2.74499
0.0184	21.9599
0.0274	68.6248
0.0275	21.9599
0.0228	90.5847
0.0192	8.23497
0.0204	21.9599
0.0203	203.129
0.025	96.0747
0.014	10.98
0.0237	167.444
0.0176	43.9198
0.0273	109.8
0.0143	10.98
0.024	120.78
0.0199	10.98
0.0171	16.4699
0.0268	74.1147
0.0221	101.565
0.0244	156.464
0.0266	104.31
0.0067	5.48998
0.0261	96.0747
0.0278	68.6248
0.0162	2.74499
0.0259	131.76
0.0167	13.725
0.0264	118.035
0.021	87.8397
0.0189	156.464
0.0229	131.76
0.0231	145.484
0.0235	129.015
0.0251	153.719
0.019	35.6849
0.0242	159.209
0.0157	13.725
0.0239	131.76
0.0099	5.48998
0.0298	5.48998
0.0104	2.74499
0.0276	82.3497
0.0213	57.6448
0.0279	63.1348
0.0269	98.8197
0.0257	153.719
0.0272	57.6448
0.0193	13.725
0.0181	21.9599
0.017	5.48998
0.0154	8.23497
0.0151	2.74499
0.0292	21.9599
0.0093	2.74499
0.018	24.7049
0.0182	10.98
0.0222	74.1147
0.0295	2.74499
0.0096	2.74499
0.0202	60.3898
0.0161	10.98
0.0207	35.6849
0.0194	13.725
0.0168	19.2149
0.0177	2.74499
0.0288	32.9399
0.0089	2.74499
0.0145	5.48998
0.0179	49.4098
0.0304	2.74499
0.0284	35.6849
0.0085	2.74499
0.0197	38.4299
0.0198	46.6648
0.0178	21.9599
0.0286	16.4699
0.0087	5.48998
0.0183	27.4499
0.02	54.8998
0.0123	8.23497
0.0146	10.98
0.0195	10.98
0.0148	2.74499
0.0294	13.725
0.0095	5.48998
0.0164	2.74499
0.0172	8.23497
0.0147	2.74499
0.0116	16.4699
0.0155	5.48998
0.0287	13.725
0.0316	2.74499
0.0142	5.48998
0.0175	2.74499
0.0215	21.9599
0.0113	2.74499
0.0136	8.23497
0.0159	8.23497
0.0115	2.74499
0.0108	5.48998
0.0186	19.2149
0.0158	5.48998
0.0156	5.48998
0.0165	2.74499
0.0331	2.74499
0.0132	2.74499
0.0163	2.74499
0.0173	16.4699
0.0134	2.74499
0.0149	8.23497
0.0152	2.74499
0.0119	2.74499
0.0169	2.74499
0.013	2.74499
0.0139	2.74499
0.0112	5.48998
0.0103	2.74499
0.0122	2.74499
0.0185	10.98
0.0124	2.74499
0.0133	8.23497
0.0128	2.74499
0.0188	2.74499
0.0111	5.48998
